title,author,rating,description,language,genres,pages,publisher,publishDate,numRatings,ratingsByStars,likedPercent,coverImg
Where the Wild Things Are,Maurice Sendak,4.22,"Max, a wild and naughty boy, is sent to bed without his supper by his exhausted mother. In his room, he imagines sailing far away to a land of Wild Things. Instead of eating him, the Wild Things make Max their king.",English,"[""Childrens"", ""Picture Books"", ""Fiction"", ""Classics"", ""Fantasy"", ""Adventure"", ""Young Adult"", ""Animals"", ""Kids"", ""Monsters""]",37,Red Fox,10/28/00,816934,"[""434637"", ""206951"", ""116646"", ""36075"", ""22625""]",93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384434560l/19543.jpg
Green Eggs and Ham,Dr. Seuss,4.3,"“Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way. Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning.",English,"[""Childrens"", ""Picture Books"", ""Classics"", ""Fiction"", ""Poetry"", ""Fantasy"", ""Humor"", ""Kids"", ""Food"", ""Young Adult""]",62,Random House Books for Young Readers,10/28/88,616631,"[""345538"", ""154254"", ""84286"", ""20797"", ""11756""]",95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468680100l/23772.jpg
The Odyssey,"Homer, Robert Fagles (Translator), Bernard Knox (Introduction)",3.77,"Sing to me of the man, Muse, the man of twists and turnsdriven time and again off course, once he had plunderedthe hallowed heights of Troy.So begins Robert Fagles' magnificent translation of the Odyssey, which Jasper Griffin in The New York Times Review of Books hails as ""a distinguished achievement.""If the Iliad is the world's greatest war epic, then the Odyssey is literature's grandest evocation of everyman's journey though life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces, during his ten-year voyage home to Ithaca after the Trojan War, is at once a timeless human story and an individual test of moral endurance. In the myths and legends that are retold here, Fagles has captured the energy and poetry of Homer's original in a bold, contemporary idiom, and given us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery.Renowned classicist Bernard Knox's superb Introduction and textual commentary provide new insights and background information for the general reader and scholar alike, intensifying the strength of Fagles' translation.This is an Odyssey to delight both the classicist and the public at large, and to captivate a new generation of Homer's students.--Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, presents us with Homer's best-loved and most accessible poem in a stunning new modern-verse translation.",English,"[""Classics"", ""Fiction"", ""Poetry"", ""Mythology"", ""Fantasy"", ""School"", ""Literature"", ""Adventure"", ""Read For School"", ""Historical Fiction""]",541,Penguin Classics,11/30/06,861486,"[""265910"", ""274273"", ""213021"", ""74221"", ""34061""]",87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390173285l/1381.jpg
Life of Pi,Yann Martel,3.91,"Life of Pi is a fantasy adventure novel by Yann Martel published in 2001. The protagonist, Piscine Molitor ""Pi"" Patel, a Tamil boy from Pondicherry, explores issues of spirituality and practicality from an early age. He survives 227 days after a shipwreck while stranded on a boat in the Pacific Ocean with a Bengal tiger named Richard Parker.",English,"[""Fiction"", ""Fantasy"", ""Classics"", ""Adventure"", ""Contemporary"", ""Novels"", ""Literature"", ""Magical Realism"", ""India"", ""Philosophy""]",460,Seal Books,08/29/06,1339076,"[""464957"", ""475177"", ""264628"", ""87693"", ""46621""]",90,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320562005l/4214.jpg
A Tale of Two Cities,"Charles Dickens, Richard Maxwell (Editor/Introduction)",3.85,"After eighteen years as a political prisoner in the Bastille, the ageing Doctor Manette is finally released and reunited with his daughter in England. There the lives of two very different men, Charles Darnay, an exiled French aristocrat, and Sydney Carton, a disreputable but brilliant English lawyer, become enmeshed through their love for Lucie Manette. From the tranquil roads of London, they are drawn against their will to the vengeful, bloodstained streets of Paris at the height of the Reign of Terror, and they soon fall under the lethal shadow of La Guillotine.",English,"[""Classics"", ""Fiction"", ""Historical Fiction"", ""Literature"", ""Historical"", ""Novels"", ""School"", ""Classic Literature"", ""19th Century"", ""British Literature""]",489,Penguin Books,10/28/03,810000,"[""277631"", ""259424"", ""176879"", ""63052"", ""33014""]",88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344922523l/1953.jpg
Water for Elephants,Sara Gruen (Goodreads Author),4.09,"Winner of the 2007 BookBrowse Award for Most Popular Book.An atmospheric, gritty, and compelling novel of star-crossed lovers, set in the circus world circa 1932, by the bestselling author of Riding Lessons. When Jacob Jankowski, recently orphaned and suddenly adrift, jumps onto a passing train, he enters a world of freaks, drifters, and misfits, a second-rate circus struggling to survive during the Great Depression, making one-night stands in town after endless town. A veterinary student who almost earned his degree, Jacob is put in charge of caring for the circus menagerie. It is there that he meets Marlena, the beautiful young star of the equestrian act, who is married to August, the charismatic but twisted animal trainer. He also meets Rosie, an elephant who seems untrainable until he discovers a way to reach her. Beautifully written, Water for Elephants is illuminated by a wonderful sense of time and place. It tells a story of a love between two people that overcomes incredible odds in a world in which even love is a luxury that few can afford.",English,"[""Fiction"", ""Historical Fiction"", ""Romance"", ""Historical"", ""Adult"", ""Adult Fiction"", ""Contemporary"", ""Book Club"", ""Novels"", ""Animals""]",335,Algonquin Books,05/01/07,1379584,"[""545209"", ""512513"", ""242028"", ""59367"", ""20467""]",94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494428973l/43641._SY475_.jpg
Lolita,"Vladimir Nabokov, Craig Raine (Afterword)",3.89,"Humbert Humbert - scholar, aesthete and romantic - has fallen completely and utterly in love with Lolita Haze, his landlady's gum-snapping, silky skinned twelve-year-old daughter. Reluctantly agreeing to marry Mrs Haze just to be close to Lolita, Humbert suffers greatly in the pursuit of romance; but when Lo herself starts looking for attention elsewhere, he will carry her off on a desperate cross-country misadventure, all in the name of Love. Hilarious, flamboyant, heart-breaking and full of ingenious word play, Lolita is an immaculate, unforgettable masterpiece of obsession, delusion and lust.",English,"[""Classics"", ""Fiction"", ""Literature"", ""Novels"", ""Russia"", ""Romance"", ""Russian Literature"", ""Literary Fiction"", ""20th Century"", ""Adult""]",331,Penguin,10/28/95,663069,"[""236731"", ""215063"", ""137868"", ""47097"", ""26310""]",89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377756377l/7604.jpg
Slaughterhouse-Five,Kurt Vonnegut Jr.,4.08,"Selected by the Modern Library as one of the 100 best novels of all time, Slaughterhouse-Five, an American classic, is one of the world's great antiwar books. Centering on the infamous firebombing of Dresden, Billy Pilgrim's odyssey through time reflects the mythic journey of our own fractured lives as we search for meaning in what we fear most.",English,"[""Classics"", ""Fiction"", ""Science Fiction"", ""War"", ""Historical Fiction"", ""Literature"", ""Novels"", ""Time Travel"", ""American"", ""Fantasy""]",275,Dial Press,01/12/99,1129210,"[""475782"", ""379252"", ""187946"", ""55979"", ""30251""]",92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389l/4981.jpg
Frankenstein: The 1818 Text,"Mary Wollstonecraft Shelley, Charlotte Gordon (Goodreads Author) (Introduction)",3.81,"Mary Shelley's seminal novel of the scientist whose creation becomes a monsterThis edition is the original 1818 text, which preserves the hard-hitting and politically charged aspects of Shelley's original writing, as well as her unflinching wit and strong female voice. This edition also includes a new introduction and suggestions for further reading by author and Shelley expert Charlotte Gordon, literary excerpts and reviews selected by Gordon and a chronology and essay by preeminent Shelley scholar Charles E. Robinson.",English,"[""Classics"", ""Fiction"", ""Horror"", ""Science Fiction"", ""Gothic"", ""Fantasy"", ""School"", ""Literature"", ""Novels"", ""19th Century""]",288,Penguin Classics,03/08/18,1162638,"[""350758"", ""399756"", ""287215"", ""89125"", ""35784""]",89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498841231l/35031085.jpg
The Kite Runner,"Khaled Hosseini (Goodreads Author), Berliani M. Nugrahani (Translator)",4.3,"The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father’s servant, The Kite Runner is a beautifully crafted novel set in a country that is in the process of being destroyed. It is about the power of reading, the price of betrayal, and the possibility of redemption; and an exploration of the power of fathers over sons—their love, their sacrifices, their lies.A sweeping story of family, love, and friendship told against the devastating backdrop of the history of Afghanistan over the last thirty years, The Kite Runner is an unusual and powerful novel that has become a beloved, one-of-a-kind classic.--khaledhosseini.com",English,"[""Fiction"", ""Historical Fiction"", ""Contemporary"", ""Classics"", ""Novels"", ""Historical"", ""Literature"", ""Adult"", ""Adult Fiction"", ""Drama""]",371,Riverhead Books,05/28/04,2424976,"[""1264965"", ""781294"", ""268359"", ""70243"", ""40115""]",95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579036753l/77203._SY475_.jpg
The Handmaid's Tale,Margaret Atwood (Goodreads Author),4.11,"Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now . . . Funny, unexpected, horrifying, and altogether convincing, The Handmaid's Tale is at once scathing satire, dire warning, and tour de force.",English,"[""Fiction"", ""Classics"", ""Dystopia"", ""Science Fiction"", ""Feminism"", ""Fantasy"", ""Adult"", ""Audiobook"", ""Literature"", ""Novels""]",314,Anchor Books,04/28/98,1459245,"[""616810"", ""517007"", ""227994"", ""64441"", ""32993""]",93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578028274l/38447._SY475_.jpg
The Giver,Lois Lowry (Goodreads Author),4.13,Twelve-year-old Jonas lives in a seemingly ideal world. Not until he is given his life assignment as the Receiver does he begin to understand the dark secrets behind this fragile community.,English,"[""Young Adult"", ""Fiction"", ""Classics"", ""Dystopia"", ""Science Fiction"", ""Fantasy"", ""School"", ""Childrens"", ""Middle Grade"", ""Read For School""]",208,Ember,01/24/06,1785054,"[""786988"", ""591426"", ""293684"", ""77858"", ""35098""]",94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342493368l/3636.jpg
Catch-22,Joseph Heller,3.98,"The novel is set during World War II, from 1942 to 1944. It mainly follows the life of Captain John Yossarian, a U.S. Army Air Forces B-25 bombardier. Most of the events in the book occur while the fictional 256th Squadron is based on the island of Pianosa, in the Mediterranean Sea, west of Italy. The novel looks into the experiences of Yossarian and the other airmen in the camp, who attempt to maintain their sanity while fulfilling their service requirements so that they may return home.",English,"[""Classics"", ""Fiction"", ""War"", ""Historical Fiction"", ""Humor"", ""Literature"", ""Novels"", ""Unfinished"", ""American"", ""Historical""]",453,Simon & Schuster,09/04/04,723147,"[""289501"", ""230048"", ""130390"", ""47160"", ""26048""]",90,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463157317l/168668.jpg
Dune,Frank Herbert,4.23,"Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the “spice” melange, a drug capable of extending life and enhancing consciousness. Coveted across the known universe, melange is a prize worth killing for...When House Atreides is betrayed, the destruction of Paul’s family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad’Dib, he will bring to fruition humankind’s most ancient and unattainable dream.",English,"[""Science Fiction"", ""Fiction"", ""Fantasy"", ""Classics"", ""Science Fiction Fantasy"", ""Space Opera"", ""Audiobook"", ""Novels"", ""Adventure"", ""Adult""]",661,Ace Books,10/01/19,765785,"[""391252"", ""224627"", ""101953"", ""30795"", ""17158""]",94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555447414l/44767458.jpg
